CP_municipio,Municipio,Codigo Estado,Codigo min de municipio,Codigo max de municipio,Zona horaria
20158,San Jacinto Tlacotepec,20,71275,71277,Tiempo del Centro
20159,San Jerónimo Coatlán,20,70843,70845,Tiempo del Centro
20160,San Jerónimo Silacayoapilla,20,69055,69059,Tiempo del Centro
20161,San Jerónimo Sosola,20,68207,68208,Tiempo del Centro
20162,San Jerónimo Taviche,20,71545,71545,Tiempo del Centro
20163,San Jerónimo Tecóatl,20,68550,68552,Tiempo del Centro
20164,San Jorge Nuchita,20,69280,69282,Tiempo del Centro
20165,San José Ayuquila,20,69230,69233,Tiempo del Centro
20166,San José Chiltepec,20,68456,68459,Tiempo del Centro
20167,San José del Peñasco,20,70833,70833,Tiempo del Centro
20168,San José Estancia Grande,20,71686,71686,Tiempo del Centro
20169,San José Independencia,20,68407,68407,Tiempo del Centro
20170,San José Lachiguiri,20,70813,70814,Tiempo del Centro
20171,San José Tenango,20,68570,68574,Tiempo del Centro
20172,San Juan Achiutla,20,69830,69830,Tiempo del Centro
20173,San Juan Atepec,20,68730,68730,Tiempo del Centro
20174,Ánimas Trujano,20,71270,71274,Tiempo del Centro
20175,San Juan Bautista Atatlahuca,20,68204,68205,Tiempo del Centro
20176,San Juan Bautista Coixtlahuaca,20,69300,69307,Tiempo del Centro
20177,San Juan Bautista Cuicatlán,20,68600,68609,Tiempo del Centro
20178,San Juan Bautista Guelache,20,68234,68236,Tiempo del Centro
20179,San Juan Bautista Jayacatlán,20,68210,68210,Tiempo del Centro
20180,San Juan Bautista Lo de Soto,20,71620,71624,Tiempo del Centro
20181,San Juan Bautista Suchitepec,20,69040,69041,Tiempo del Centro
20182,San Juan Bautista Tlacoatzintepec,20,68650,68652,Tiempo del Centro
20183,San Juan Bautista Tlachichilco,20,69190,69193,Tiempo del Centro
20184,San Juan Bautista Tuxtepec,20,68300,68449,Tiempo del Centro
20185,San Juan Cacahuatepec,20,71610,71615,Tiempo del Centro
20186,San Juan Cieneguilla,20,69110,69110,Tiempo del Centro
20187,San Juan Coatzóspam,20,68557,68558,Tiempo del Centro
20188,San Juan Colorado,20,71720,71724,Tiempo del Centro
20189,San Juan Comaltepec,20,68990,68997,Tiempo del Centro
20190,San Juan Cotzocón,20,70210,70229,Tiempo del Centro
20191,San Juan Chicomezúchil,20,68757,68757,Tiempo del Centro
20192,San Juan Chilateca,20,71508,71508,Tiempo del Centro
20193,San Juan del Estado,20,68224,68224,Tiempo del Centro
20194,San Juan del Río,20,70470,70470,Tiempo del Centro
20195,San Juan Diuxi,20,69946,69946,Tiempo del Centro
20196,San Juan Evangelista Analco,20,68748,68748,Tiempo del Centro
20197,San Juan Guelavía,20,70464,70464,Tiempo del Centro
20198,San Juan Guichicovi,20,70330,70347,Tiempo del Centro
20199,San Juan Ihualtepec,20,69130,69139,Tiempo del Centro
20200,San Juan Juquila Mixes,20,70520,70529,Tiempo del Centro
20201,San Juan Juquila Vijanos,20,68827,68828,Tiempo del Centro
20202,San Juan Lachao,20,71940,71947,Tiempo del Centro
20203,San Juan Lachigalla,20,71575,71578,Tiempo del Centro
20204,San Juan Lajarcia,20,70546,70547,Tiempo del Centro
20205,San Juan Lalana,20,68940,68957,Tiempo del Centro
20206,San Juan de los Cués,20,68585,68588,Tiempo del Centro
20207,San Juan Mazatlán,20,70230,70249,Tiempo del Centro
20208,San Juan Mixtepec -Dto. 08 -,20,69770,69777,Tiempo del Centro
20209,San Juan Mixtepec -Dto. 26 -,20,70838,70838,Tiempo del Centro
20210,San Juan Ñumí,20,69807,69809,Tiempo del Centro
20211,San Juan Ozolotepec,20,70897,70899,Tiempo del Centro
20212,San Juan Petlapa,20,68980,68987,Tiempo del Centro
20213,San Juan Quiahije,20,71870,71870,Tiempo del Centro
20214,San Juan Quiotepec,20,68704,68706,Tiempo del Centro
20215,San Juan Sayultepec,20,69675,69676,Tiempo del Centro
20216,San Juan Tabaá,20,68847,68847,Tiempo del Centro
20217,San Juan Tamazola,20,69955,69957,Tiempo del Centro
20218,San Juan Teita,20,69895,69895,Tiempo del Centro
20219,San Juan Teitipac,20,70453,70453,Tiempo del Centro
20220,San Juan Tepeuxila,20,68660,68661,Tiempo del Centro
20221,San Juan Teposcolula,20,69560,69564,Tiempo del Centro
20222,San Juan Yaeé,20,68810,68812,Tiempo del Centro
20223,San Juan Yatzona,20,68817,68817,Tiempo del Centro
20224,San Juan Yucuita,20,69670,69670,Tiempo del Centro
20225,San Lorenzo,20,71760,71763,Tiempo del Centro
20226,San Lorenzo Albarradas,20,70477,70479,Tiempo del Centro
20227,San Lorenzo Cacaotepec,20,68263,68264,Tiempo del Centro
20228,San Lorenzo Cuaunecuiltitla,20,68518,68518,Tiempo del Centro
20229,San Lorenzo Texmelúcan,20,71450,71459,Tiempo del Centro
20230,San Lorenzo Victoria,20,69430,69430,Tiempo del Centro
20231,San Lucas Camotlán,20,70296,70296,Tiempo del Centro
20232,San Lucas Ojitlán,20,68470,68479,Tiempo del Centro
20233,San Lucas Quiaviní,20,70467,70467,Tiempo del Centro
20234,San Lucas Zoquiápam,20,68560,68564,Tiempo del Centro
20235,San Luis Amatlán,20,70810,70811,Tiempo del Centro
20236,San Marcial Ozolotepec,20,70894,70894,Tiempo del Centro
20237,San Marcos Arteaga,20,69270,69273,Tiempo del Centro
20238,San Martín de los Cansecos,20,71560,71560,Tiempo del Centro
20239,San Martín Huamelúlpam,20,69815,69818,Tiempo del Centro
20240,San Martín Itunyoso,20,69845,69846,Tiempo del Centro
20241,San Martín Lachilá,20,71562,71562,Tiempo del Centro
20242,San Martín Peras,20,69780,69787,Tiempo del Centro
20243,San Martín Tilcajete,20,71506,71506,Tiempo del Centro
20244,San Martín Toxpalan,20,68547,68548,Tiempo del Centro
20245,San Martín Zacatepec,20,69235,69235,Tiempo del Centro
20246,San Mateo Cajonos,20,68880,68880,Tiempo del Centro
20247,Capulálpam de Méndez,20,68760,68760,Tiempo del Centro
20248,San Mateo del Mar,20,70780,70785,Tiempo del Centro
20249,San Mateo Yoloxochitlán,20,68575,68575,Tiempo del Centro
20250,San Mateo Etlatongo,20,69690,69693,Tiempo del Centro
20251,San Mateo Nejápam,20,69180,69183,Tiempo del Centro
20252,San Mateo Peñasco,20,69875,69875,Tiempo del Centro
20253,San Mateo Piñas,20,70970,70973,Tiempo del Centro
20254,San Mateo Río Hondo,20,70860,70864,Tiempo del Centro
20255,San Mateo Sindihui,20,69995,69995,Tiempo del Centro
20256,San Mateo Tlapiltepec,20,69355,69355,Tiempo del Centro
20257,San Melchor Betaza,20,68850,68851,Tiempo del Centro
20258,San Miguel Achiutla,20,69840,69841,Tiempo del Centro
20259,San Miguel Ahuehuetitlán,20,69170,69171,Tiempo del Centro
20260,San Miguel Aloápam,20,68737,68737,Tiempo del Centro
20261,San Miguel Amatitlán,20,69240,69249,Tiempo del Centro
20262,San Miguel Amatlán,20,68785,68786,Tiempo del Centro
20263,San Miguel Coatlán,20,70874,70875,Tiempo del Centro
20264,San Miguel Chicahua,20,69615,69616,Tiempo del Centro
20265,San Miguel Chimalapa,20,70155,70158,Tiempo del Centro
20266,San Miguel del Puerto,20,70990,70995,Tiempo del Centro
20267,San Miguel del Río,20,68754,68754,Tiempo del Centro
20268,San Miguel Ejutla,20,71588,71588,Tiempo del Centro
20269,San Miguel el Grande,20,71140,71145,Tiempo del Centro
20270,San Miguel Huautla,20,69610,69610,Tiempo del Centro
20271,San Miguel Mixtepec,20,71218,71218,Tiempo del Centro
20272,San Miguel Panixtlahuaca,20,71890,71890,Tiempo del Centro
20273,San Miguel Peras,20,71326,71328,Tiempo del Centro
20274,San Miguel Piedras,20,69990,69991,Tiempo del Centro
20275,San Miguel Quetzaltepec,20,70288,70289,Tiempo del Centro
20276,San Miguel Santa Flor,20,68624,68624,Tiempo del Centro
20277,Villa Sola de Vega,20,71410,71427,Tiempo del Centro
20278,San Miguel Soyaltepec,20,68430,68434,Tiempo del Centro
20279,San Miguel Suchixtepec,20,70880,70882,Tiempo del Centro
20280,Villa Talea de Castro,20,68820,68822,Tiempo del Centro
20281,San Miguel Tecomatlán,20,69915,69915,Tiempo del Centro
20282,San Miguel Tenango,20,70795,70795,Tiempo del Centro
20283,San Miguel Tequixtepec,20,69360,69369,Tiempo del Centro
20284,San Miguel Tilquiápam,20,71530,71530,Tiempo del Centro
20285,San Miguel Tlacamama,20,71670,71678,Tiempo del Centro
20286,San Miguel Tlacotepec,20,69730,69737,Tiempo del Centro
20287,San Miguel Tulancingo,20,69370,69370,Tiempo del Centro
20288,San Miguel Yotao,20,68778,68778,Tiempo del Centro
20289,San Nicolás,20,70806,70806,Tiempo del Centro
20290,San Nicolás Hidalgo,20,69140,69145,Tiempo del Centro
20291,San Pablo Coatlán,20,70855,70855,Tiempo del Centro
20292,San Pablo Cuatro Venados,20,71330,71334,Tiempo del Centro
20293,San Pablo Etla,20,68258,68259,Tiempo del Centro
20294,San Pablo Huitzo,20,68220,68223,Tiempo del Centro
20295,San Pablo Huixtepec,20,71265,71268,Tiempo del Centro
20296,San Pablo Macuiltianguis,20,68720,68722,Tiempo del Centro
20297,San Pablo Tijaltepec,20,71150,71155,Tiempo del Centro
20298,San Pablo Villa de Mitla,20,70430,70439,Tiempo del Centro
20299,San Pablo Yaganiza,20,68895,68895,Tiempo del Centro
20300,San Pedro Amuzgos,20,71070,71076,Tiempo del Centro
20301,San Pedro Apóstol,20,71540,71540,Tiempo del Centro
20302,San Pedro Atoyac,20,71710,71715,Tiempo del Centro
20303,San Pedro Cajonos,20,68885,68885,Tiempo del Centro
20304,San Pedro Coxcaltepec Cántaros,20,69640,69645,Tiempo del Centro
20305,San Pedro Comitancillo,20,70750,70750,Tiempo del Centro
20306,San Pedro el Alto,20,70966,70967,Tiempo del Centro
20307,San Pedro Huamelula,20,70770,70776,Tiempo del Centro
20308,San Pedro Huilotepec,20,70777,70778,Tiempo del Centro
20309,San Pedro Ixcatlán,20,68450,68455,Tiempo del Centro
20310,San Pedro Ixtlahuaca,20,71246,71248,Tiempo del Centro
20311,San Pedro Jaltepetongo,20,68685,68685,Tiempo del Centro
20312,San Pedro Jicayán,20,71740,71747,Tiempo del Centro
20313,San Pedro Jocotipac,20,68675,68675,Tiempo del Centro
20314,San Pedro Juchatengo,20,71920,71923,Tiempo del Centro
20315,San Pedro Mártir,20,71525,71525,Tiempo del Centro
20316,San Pedro Mártir Quiechapa,20,70580,70580,Tiempo del Centro
20317,San Pedro Mártir Yucuxaco,20,69810,69812,Tiempo del Centro
20318,San Pedro Mixtepec -Dto. 22 -,20,71980,71998,Tiempo del Centro
20319,San Pedro Mixtepec -Dto. 26 -,20,70839,70839,Tiempo del Centro
20320,San Pedro Molinos,20,69885,69885,Tiempo del Centro
20321,San Pedro Nopala,20,69516,69519,Tiempo del Centro
20322,San Pedro Ocopetatillo,20,68524,68524,Tiempo del Centro
20323,San Pedro Ocotepec,20,70293,70294,Tiempo del Centro
20324,San Pedro Pochutla,20,70900,70905,Tiempo del Centro
20325,San Pedro Quiatoni,20,70486,70488,Tiempo del Centro
20326,San Pedro Sochiápam,20,68665,68666,Tiempo del Centro
20327,San Pedro Tapanatepec,20,70180,70189,Tiempo del Centro
20328,San Pedro Taviche,20,71557,71557,Tiempo del Centro
20329,San Pedro Teozacoalco,20,69980,69983,Tiempo del Centro
20330,San Pedro Teutila,20,68620,68622,Tiempo del Centro
20331,San Pedro Tidaá,20,69930,69930,Tiempo del Centro
20332,San Pedro Topiltepec,20,69590,69591,Tiempo del Centro
20333,San Pedro Totolápam,20,70480,70484,Tiempo del Centro
20334,Villa de Tututepec,20,71800,71847,Tiempo del Centro
20335,San Pedro Yaneri,20,68734,68735,Tiempo del Centro
20336,San Pedro Yólox,20,68707,68708,Tiempo del Centro
20337,San Pedro y San Pablo Ayutla,20,70283,70284,Tiempo del Centro
20338,Villa de Etla,20,68200,68200,Tiempo del Centro
20339,San Pedro y San Pablo Teposcolula,20,69500,69504,Tiempo del Centro
20340,San Pedro y San Pablo Tequixtepec,20,69030,69038,Tiempo del Centro
20341,San Pedro Yucunama,20,69556,69556,Tiempo del Centro
20342,San Raymundo Jalpan,20,71280,71283,Tiempo del Centro
20343,San Sebastián Abasolo,20,70407,70408,Tiempo del Centro
20344,San Sebastián Coatlán,20,70850,70854,Tiempo del Centro
20345,San Sebastián Ixcapa,20,71640,71648,Tiempo del Centro
20346,San Sebastián Nicananduta,20,69574,69574,Tiempo del Centro
20347,San Sebastián Río Hondo,20,70877,70878,Tiempo del Centro
20348,San Sebastián Tecomaxtlahuaca,20,69740,69753,Tiempo del Centro
20349,San Sebastián Teitipac,20,70426,70426,Tiempo del Centro
20350,San Sebastián Tutla,20,71320,71324,Tiempo del Centro
20351,San Simón Almolongas,20,70808,70808,Tiempo del Centro
20352,San Simón Zahuatlán,20,69265,69265,Tiempo del Centro
20353,Santa Ana,20,70820,70820,Tiempo del Centro
20354,Santa Ana Ateixtlahuaca,20,68515,68515,Tiempo del Centro
20355,Santa Ana Cuauhtémoc,20,68614,68614,Tiempo del Centro
20356,Santa Ana del Valle,20,70428,70428,Tiempo del Centro
20357,Santa Ana Tavela,20,70540,70540,Tiempo del Centro
20358,Santa Ana Tlapacoyan,20,71360,71364,Tiempo del Centro
20359,Santa Ana Yareni,20,68745,68745,Tiempo del Centro
20360,Santa Ana Zegache,20,71516,71517,Tiempo del Centro
20361,Santa Catalina Quierí,20,70595,70595,Tiempo del Centro
20362,Santa Catarina Cuixtla,20,70830,70830,Tiempo del Centro
20363,Santa Catarina Ixtepeji,20,68774,68777,Tiempo del Centro
20364,Santa Catarina Juquila,20,71900,71917,Tiempo del Centro
20365,Santa Catarina Lachatao,20,68780,68783,Tiempo del Centro
20366,Santa Catarina Loxicha,20,70910,70910,Tiempo del Centro
20367,Santa Catarina Mechoacán,20,71780,71780,Tiempo del Centro
20368,Santa Catarina Minas,20,71534,71534,Tiempo del Centro
20369,Santa Catarina Quiané,20,71350,71354,Tiempo del Centro
20370,Santa Catarina Tayata,20,69834,69836,Tiempo del Centro
20371,Santa Catarina Ticuá,20,71125,71125,Tiempo del Centro
20372,Santa Catarina Yosonotú,20,71136,71136,Tiempo del Centro
20373,Santa Catarina Zapoquila,20,69045,69047,Tiempo del Centro
20374,Santa Cruz Acatepec,20,68527,68527,Tiempo del Centro
20375,Santa Cruz Amilpas,20,71226,71228,Tiempo del Centro
20376,Santa Cruz de Bravo,20,69460,69460,Tiempo del Centro
20377,Santa Cruz Itundujia,20,71190,71196,Tiempo del Centro
20378,Santa Cruz Mixtepec,20,71214,71217,Tiempo del Centro
20379,Santa Cruz Nundaco,20,69855,69859,Tiempo del Centro
20380,Santa Cruz Papalutla,20,70456,70456,Tiempo del Centro
20381,Santa Cruz Tacache de Mina,20,69260,69262,Tiempo del Centro
20382,Santa Cruz Tacahua,20,71156,71157,Tiempo del Centro
20383,Santa Cruz Tayata,20,69820,69820,Tiempo del Centro
20384,Santa Cruz Xitla,20,70823,70823,Tiempo del Centro
20385,Santa Cruz Xoxocotlán,20,71230,71235,Tiempo del Centro
20386,Santa Cruz Zenzontepec,20,71365,71368,Tiempo del Centro
20387,Santa Gertrudis,20,71340,71343,Tiempo del Centro
20388,Santa Inés del Monte,20,71336,71338,Tiempo del Centro
20389,Santa Inés Yatzeche,20,71297,71297,Tiempo del Centro
20390,Santa Lucía del Camino,20,71240,71245,Tiempo del Centro
20391,Santa Lucía Miahuatlán,20,70840,70842,Tiempo del Centro
20392,Santa Lucía Monteverde,20,71160,71166,Tiempo del Centro
20393,Santa Lucía Ocotlán,20,71543,71543,Tiempo del Centro
20394,Santa María Alotepec,20,70270,70271,Tiempo del Centro
20395,Santa María Apazco,20,69620,69621,Tiempo del Centro
20396,Santa María la Asunción,20,68553,68553,Tiempo del Centro
20397,Heroica Ciudad de Tlaxiaco,20,69800,69806,Tiempo del Centro
20398,Ayoquezco de Aldama,20,71355,71359,Tiempo del Centro
20399,Santa María Atzompa,20,71220,71223,Tiempo del Centro
20400,Santa María Camotlán,20,69080,69080,Tiempo del Centro
20401,Santa María Colotepec,20,70934,70938,Tiempo del Centro
20402,Santa María Cortijo,20,71655,71656,Tiempo del Centro
20403,Santa María Coyotepec,20,71290,71292,Tiempo del Centro
20404,Santa María Chachoápam,20,69630,69633,Tiempo del Centro
20405,Villa de Chilapa de Díaz,20,69540,69545,Tiempo del Centro
20406,Santa María Chilchotla,20,68510,68514,Tiempo del Centro
20407,Santa María Chimalapa,20,70360,70368,Tiempo del Centro
20408,Santa María del Rosario,20,69827,69828,Tiempo del Centro
20409,Santa María del Tule,20,68297,68299,Tiempo del Centro
20410,Santa María Ecatepec,20,70560,70569,Tiempo del Centro
20411,Santa María Guelacé,20,70417,70417,Tiempo del Centro
20412,Santa María Guienagati,20,70735,70738,Tiempo del Centro
20413,Santa María Huatulco,20,70980,70989,Tiempo del Centro
20414,Santa María Huazolotitlán,20,71790,71799,Tiempo del Centro
20415,Santa María Ipalapa,20,71091,71096,Tiempo del Centro
20416,Santa María Ixcatlán,20,68595,68595,Tiempo del Centro
20417,Santa María Jacatepec,20,68465,68468,Tiempo del Centro
20418,Santa María Jalapa del Marqués,20,70710,70715,Tiempo del Centro
20419,Santa María Jaltianguis,20,68750,68750,Tiempo del Centro
20420,Santa María Lachixío,20,71430,71437,Tiempo del Centro
20421,Santa María Mixtequilla,20,70755,70756,Tiempo del Centro
20422,Santa María Nativitas,20,69390,69394,Tiempo del Centro
20423,Santa María Nduayaco,20,69580,69584,Tiempo del Centro
20424,Santa María Ozolotepec,20,70870,70872,Tiempo del Centro
20425,Santa María Pápalo,20,68655,68659,Tiempo del Centro
20426,Santa María Peñoles,20,68266,68267,Tiempo del Centro
20427,Santa María Petapa,20,70370,70373,Tiempo del Centro
20428,Santa María Quiegolani,20,70586,70588,Tiempo del Centro
20429,Santa María Sola,20,71460,71461,Tiempo del Centro
20430,Santa María Tataltepec,20,69880,69880,Tiempo del Centro
20431,Santa María Tecomavaca,20,68590,68590,Tiempo del Centro
20432,Santa María Temaxcalapa,20,68834,68834,Tiempo del Centro
20433,Santa María Temaxcaltepec,20,71950,71953,Tiempo del Centro
20434,Santa María Teopoxco,20,68544,68545,Tiempo del Centro
20435,Santa María Tepantlali,20,70286,70287,Tiempo del Centro
20436,Santa María Texcatitlán,20,68680,68680,Tiempo del Centro
20437,Santa María Tlahuitoltepec,20,70265,70267,Tiempo del Centro
20438,Santa María Tlalixtac,20,68627,68627,Tiempo del Centro
20439,Santa María Tonameca,20,70944,70949,Tiempo del Centro
20440,Santa María Totolapilla,20,70716,70716,Tiempo del Centro
20441,Santa María Xadani,20,70125,70125,Tiempo del Centro
20442,Santa María Yalina,20,68840,68840,Tiempo del Centro
20443,Santa María Yavesía,20,68790,68790,Tiempo del Centro
20444,Santa María Yolotepec,20,71176,71176,Tiempo del Centro
20445,Santa María Yosoyúa,20,69890,69891,Tiempo del Centro
20446,Santa María Yucuhiti,20,71110,71117,Tiempo del Centro
20447,Santa María Zacatepec,20,71050,71068,Tiempo del Centro
20448,Santa María Zaniza,20,71390,71394,Tiempo del Centro
20449,Santa María Zoquitlán,20,70490,70494,Tiempo del Centro
20450,Santiago Amoltepec,20,71385,71388,Tiempo del Centro
20451,Santiago Apoala,20,69625,69627,Tiempo del Centro
20452,Santiago Apóstol,20,71518,71518,Tiempo del Centro
20453,Santiago Astata,20,70790,70790,Tiempo del Centro
20454,Santiago Atitlán,20,70276,70276,Tiempo del Centro
20455,Santiago Ayuquililla,20,69220,69223,Tiempo del Centro
20456,Santiago Cacaloxtepec,20,69065,69065,Tiempo del Centro
20457,Santiago Camotlán,20,68805,68807,Tiempo del Centro
20458,Santiago Comaltepec,20,68710,68714,Tiempo del Centro
20459,Santiago Chazumba,20,69010,69017,Tiempo del Centro
20460,Santiago Choápam,20,68900,68907,Tiempo del Centro
20461,Santiago del Río,20,69490,69492,Tiempo del Centro
20462,Santiago Huajolotitlán,20,69090,69094,Tiempo del Centro
20463,Santiago Huauclilla,20,69651,69659,Tiempo del Centro
20464,Santiago Ihuitlán Plumas,20,69330,69333,Tiempo del Centro
20465,Santiago Ixcuintepec,20,70298,70298,Tiempo del Centro
20466,Santiago Ixtayutla,20,71730,71737,Tiempo del Centro
20467,Santiago Jamiltepec,20,71700,71708,Tiempo del Centro
20468,Santiago Jocotepec,20,68920,68928,Tiempo del Centro
20469,Santiago Juxtlahuaca,20,69700,69729,Tiempo del Centro
20470,Santiago Lachiguiri,20,70705,70707,Tiempo del Centro
20471,Santiago Lalopa,20,68814,68814,Tiempo del Centro
20472,Santiago Laollaga,20,70720,70723,Tiempo del Centro
20473,Santiago Laxopa,20,68795,68797,Tiempo del Centro
20474,Santiago Llano Grande,20,71660,71660,Tiempo del Centro
20475,Santiago Matatlán,20,70440,70445,Tiempo del Centro
20476,Santiago Miltepec,20,69050,69052,Tiempo del Centro
20477,Santiago Minas,20,71490,71494,Tiempo del Centro
20478,Santiago Nacaltepec,20,68691,68696,Tiempo del Centro
20479,Santiago Nejapilla,20,69595,69595,Tiempo del Centro
20480,Santiago Nundiche,20,69824,69826,Tiempo del Centro
20481,Santiago Nuyoó,20,71130,71134,Tiempo del Centro
20482,Santiago Pinotepa Nacional,20,71600,71608,Tiempo del Centro
20483,Santiago Suchilquitongo,20,68230,68233,Tiempo del Centro
20484,Santiago Tamazola,20,69100,69106,Tiempo del Centro
20485,Santiago Tapextla,20,71680,71685,Tiempo del Centro
20486,Villa Tejúpam de la Unión,20,69530,69535,Tiempo del Centro
20487,Santiago Tenango,20,68217,68219,Tiempo del Centro
20488,Santiago Tepetlapa,20,69375,69375,Tiempo del Centro
20489,Santiago Tetepec,20,71784,71789,Tiempo del Centro
20490,Santiago Texcalcingo,20,68535,68535,Tiempo del Centro
20491,Santiago Textitlán,20,71380,71384,Tiempo del Centro
20492,Santiago Tilantongo,20,69940,69945,Tiempo del Centro
20493,Santiago Tillo,20,69680,69681,Tiempo del Centro
20494,Santiago Tlazoyaltepec,20,68268,68269,Tiempo del Centro
20495,Santiago Xanica,20,70890,70893,Tiempo del Centro
20496,Santiago Xiacuí,20,68767,68768,Tiempo del Centro
20497,Santiago Yaitepec,20,71930,71930,Tiempo del Centro
20498,Santiago Yaveo,20,68960,68970,Tiempo del Centro
20499,Santiago Yolomécatl,20,69570,69570,Tiempo del Centro
20500,Santiago Yosondúa,20,71180,71187,Tiempo del Centro
20501,Santiago Yucuyachi,20,69420,69421,Tiempo del Centro
20502,Santiago Zacatepec,20,70200,70201,Tiempo del Centro
20503,Santiago Zoochila,20,68866,68866,Tiempo del Centro
20504,Nuevo Zoquiápam,20,68764,68765,Tiempo del Centro
20505,Santo Domingo Ingenio,20,70120,70124,Tiempo del Centro
20506,Santo Domingo Albarradas,20,70446,70446,Tiempo del Centro
20507,Santo Domingo Armenta,20,71690,71699,Tiempo del Centro
20508,Santo Domingo Chihuitán,20,70730,70730,Tiempo del Centro
20509,Santo Domingo de Morelos,20,70906,70908,Tiempo del Centro
20510,Santo Domingo Ixcatlán,20,71146,71146,Tiempo del Centro
20511,Santo Domingo Nuxaá,20,69960,69966,Tiempo del Centro
20512,Santo Domingo Ozolotepec,20,70884,70884,Tiempo del Centro
20513,Santo Domingo Petapa,20,70350,70356,Tiempo del Centro
20514,Santo Domingo Roayaga,20,68837,68837,Tiempo del Centro
20515,Santo Domingo Tehuantepec,20,70760,70769,Tiempo del Centro
20516,Santo Domingo Teojomulco,20,71395,71399,Tiempo del Centro
20517,Santo Domingo Tepuxtepec,20,70206,70207,Tiempo del Centro
20518,Santo Domingo Tlatayápam,20,69577,69577,Tiempo del Centro
20519,Santo Domingo Tomaltepec,20,68293,68293,Tiempo del Centro
20520,Santo Domingo Tonalá,20,69290,69293,Tiempo del Centro
20521,Santo Domingo Tonaltepec,20,69536,69537,Tiempo del Centro
20522,Santo Domingo Xagacía,20,68890,68890,Tiempo del Centro
20523,Santo Domingo Yanhuitlán,20,69660,69660,Tiempo del Centro
20524,Santo Domingo Yodohino,20,69296,69296,Tiempo del Centro
20525,Santo Domingo Zanatepec,20,70160,70168,Tiempo del Centro
20526,Santos Reyes Nopala,20,71960,71967,Tiempo del Centro
20527,Santos Reyes Pápalo,20,68645,68645,Tiempo del Centro
20528,Santos Reyes Tepejillo,20,69760,69760,Tiempo del Centro
20529,Santos Reyes Yucuná,20,69287,69287,Tiempo del Centro
20530,Santo Tomás Jalieza,20,71507,71507,Tiempo del Centro
20531,Santo Tomás Mazaltepec,20,68254,68254,Tiempo del Centro
20532,Santo Tomás Ocotepec,20,69865,69868,Tiempo del Centro
20533,Santo Tomás Tamazulapan,20,70866,70866,Tiempo del Centro
20534,San Vicente Coatlán,20,71595,71597,Tiempo del Centro
20535,San Vicente Lachixío,20,71440,71440,Tiempo del Centro
20536,San Vicente Nuñú,20,69585,69585,Tiempo del Centro
20537,Silacayoápam,20,69400,69412,Tiempo del Centro
20538,Sitio de Xitlapehua,20,70816,70816,Tiempo del Centro
20539,Soledad Etla,20,68250,68250,Tiempo del Centro
20540,Villa de Tamazulápam del Progreso,20,69510,69513,Tiempo del Centro
20541,Tanetze de Zaragoza,20,68824,68826,Tiempo del Centro
20542,Taniche,20,71586,71586,Tiempo del Centro
20543,Tataltepec de Valdés,20,71850,71857,Tiempo del Centro
20544,Teococuilco de Marcos Pérez,20,68740,68740,Tiempo del Centro
20545,Teotitlán de Flores Magón,20,68540,68543,Tiempo del Centro
20546,Teotitlán del Valle,20,70420,70423,Tiempo del Centro
20547,Teotongo,20,69520,69524,Tiempo del Centro
20548,Tepelmeme Villa de Morelos,20,69310,69314,Tiempo del Centro
20549,Tezoatlán de Segura y Luna,20,69200,69209,Tiempo del Centro
20550,San Jerónimo Tlacochahuaya,20,70460,70461,Tiempo del Centro
20551,Tlacolula de Matamoros,20,70400,70406,Tiempo del Centro
20552,Tlacotepec Plumas,20,69340,69340,Tiempo del Centro
20553,Tlalixtac de Cabrera,20,68270,68273,Tiempo del Centro
20554,Totontepec Villa de Morelos,20,70250,70257,Tiempo del Centro
20555,Trinidad Zaachila,20,71284,71286,Tiempo del Centro
20556,La Trinidad Vista Hermosa,20,69507,69509,Tiempo del Centro
20557,Unión Hidalgo,20,70150,70150,Tiempo del Centro
20558,Valerio Trujano,20,68670,68672,Tiempo del Centro
20559,San Juan Bautista Valle Nacional,20,68480,68488,Tiempo del Centro
20560,Villa Díaz Ordaz,20,70410,70412,Tiempo del Centro
20561,Yaxe,20,71554,71554,Tiempo del Centro
20562,Magdalena Yodocono de Porfirio Díaz,20,69910,69912,Tiempo del Centro
20563,Yogana,20,71590,71590,Tiempo del Centro
20564,Yutanduchi de Guerrero,20,69970,69970,Tiempo del Centro
20565,Villa de Zaachila,20,71310,71318,Tiempo del Centro
20566,San Mateo Yucutindoo,20,71375,71378,Tiempo del Centro
20567,Zapotitlán Lagunas,20,69120,69127,Tiempo del Centro
20568,Zapotitlán Palmas,20,69060,69060,Tiempo del Centro
20569,Santa Inés de Zaragoza,20,69695,69696,Tiempo del Centro
20570,Zimatlán de Álvarez,20,71200,71207,Tiempo del Centro
21001,Acajete,21,75110,75119,Tiempo del Centro
21002,Acateno,21,73590,73598,Tiempo del Centro
21003,Acatlán,21,74940,74949,Tiempo del Centro
21004,Acatzingo,21,75150,75159,Tiempo del Centro
21005,Acteopan,21,74510,74516,Tiempo del Centro
21006,Ahuacatlán,21,73330,73338,Tiempo del Centro
21007,Ahuatlán,21,74640,74649,Tiempo del Centro
21008,Ahuazotepec,21,73180,73195,Tiempo del Centro
21009,Ahuehuetitla,21,74850,74859,Tiempo del Centro
21010,Ajalpan,21,75910,75917,Tiempo del Centro
